step,controller,intersection,queue
92,fixed_time,n2_1,64.37925324113615
92,fixed_time,n2_2,61.437009527197496
92,fixed_time,n2_3,3.222222222222222
92,fixed_time,n3_0,0.0
92,fixed_time,n3_1,15.333333333333332
92,fixed_time,n3_2,26.311830692488225
92,fixed_time,n3_3,0.0
93,fixed_time,n0_0,0.0
93,fixed_time,n0_1,48.93177534045637
93,fixed_time,n0_2,60.57799012839729
93,fixed_time,n0_3,0.0
93,fixed_time,n1_0,0.6666666666666666
93,fixed_time,n1_1,79.33504865715075
93,fixed_time,n1_2,55.66666666666667
93,fixed_time,n1_3,1.5925925925925926
93,fixed_time,n2_0,2.0
93,fixed_time,n2_1,67.71258657446947
93,fixed_time,n2_2,66.62219471238268
93,fixed_time,n2_3,3.333333333333333
93,fixed_time,n3_0,0.0
93,fixed_time,n3_1,15.999999999999998
93,fixed_time,n3_2,26.978497359154893
93,fixed_time,n3_3,0.0
94,fixed_time,n0_0,0.0
94,fixed_time,n0_1,50.487330896011926
94,fixed_time,n0_2,62.133545683952846
94,fixed_time,n0_3,0.0
94,fixed_time,n1_0,0.8888888888888888
94,fixed_time,n1_1,85.7794931015952
94,fixed_time,n1_2,62.77777777777778
94,fixed_time,n1_3,1.5555555555555554
94,fixed_time,n2_0,1.3333333333333333
94,fixed_time,n2_1,72.71258657446947
94,fixed_time,n2_2,67.39997249016045
94,fixed_time,n2_3,5.222222222222221
94,fixed_time,n3_0,0.0
94,fixed_time,n3_1,16.666666666666664
94,fixed_time,n3_2,27.867386248043783
94,fixed_time,n3_3,0.0
95,fixed_time,n0_0,0.0
95,fixed_time,n0_1,53.15399756267859
95,fixed_time,n0_2,64.3928049432121
95,fixed_time,n0_3,0.0
95,fixed_time,n1_0,0.6666666666666666
95,fixed_time,n1_1,101.1869005090026
95,fixed_time,n1_2,73.66666666666666
95,fixed_time,n1_3,2.2592592592592586
95,fixed_time,n2_0,1.3333333333333333
95,fixed_time,n2_1,79.04591990780281
95,fixed_time,n2_2,73.58515767534564
95,fixed_time,n2_3,5.0
95,fixed_time,n3_0,0.0
95,fixed_time,n3_1,18.999999999999996
95,fixed_time,n3_2,28.53405291471045
95,fixed_time,n3_3,0.0
96,fixed_time,n0_0,0.0
96,fixed_time,n0_1,37.15399756267859
96,fixed_time,n0_2,47.05947160987876
96,fixed_time,n0_3,0.0
96,fixed_time,n1_0,16.666666666666668
96,fixed_time,n1_1,87.85356717566926
96,fixed_time,n1_2,57.66666666666667
96,fixed_time,n1_3,10.25925925925926
96,fixed_time,n2_0,17.333333333333332
96,fixed_time,n2_1,66.04591990780281
96,fixed_time,n2_2,65.2518243420123
96,fixed_time,n2_3,13.0
96,fixed_time,n3_0,0.0
96,fixed_time,n3_1,16.0
96,fixed_time,n3_2,20.53405291471045
96,fixed_time,n3_3,0.0
97,fixed_time,n0_0,0.0
97,fixed_time,n0_1,20.978768874189626
97,fixed_time,n0_2,24.72613827654543
97,fixed_time,n0_3,0.0
97,fixed_time,n1_0,32.4914379781777
97,fixed_time,n1_1,78.04591990780281
97,fixed_time,n1_2,52.66666666666667
97,fixed_time,n1_3,18.25925925925926
97,fixed_time,n2_0,33.33333333333333
97,fixed_time,n2_1,54.87069121931385
97,fixed_time,n2_2,49.91849100867897
97,fixed_time,n2_3,21.0
97,fixed_time,n3_0,0.0
97,fixed_time,n3_1,16.0
97,fixed_time,n3_2,16.0
97,fixed_time,n3_3,0.0
98,fixed_time,n0_0,0.0
98,fixed_time,n0_1,3.222222222222222
98,fixed_time,n0_2,1.3928049432120972
98,fixed_time,n0_3,0.0
98,fixed_time,n1_0,43.71366020039992
98,fixed_time,n1_1,65.37925324113615
98,fixed_time,n1_2,50.66666666666667
98,fixed_time,n1_3,24.59259259259259
98,fixed_time,n2_0,47.62356373977128
98,fixed_time,n2_1,35.639497002892995
98,fixed_time,n2_2,53.956897073104614
98,fixed_time,n2_3,25.41727478067077
98,fixed_time,n3_0,0.0
98,fixed_time,n3_1,14.29023040643795
98,fixed_time,n3_2,7.417274780670769
98,fixed_time,n3_3,0.0
99,fixed_time,n0_0,0.0
99,fixed_time,n0_1,2.333333333333333
99,fixed_time,n0_2,1.0
99,fixed_time,n0_3,0.0
99,fixed_time,n1_0,54.04699353373326
99,fixed_time,n1_1,52.518344834693075
99,fixed_time,n1_2,61.0
99,fixed_time,n1_3,26.925925925925924
99,fixed_time,n2_0,55.17006274073561
99,fixed_time,n2_1,35.0
99,fixed_time,n2_2,59.03097114717869
99,fixed_time,n2_3,27.750608114004102
99,fixed_time,n3_0,0.0
99,fixed_time,n3_1,7.54649900096433
99,fixed_time,n3_2,4.666666666666667
99,fixed_time,n3_3,0.0
100,fixed_time,n0_0,0.0
100,fixed_time,n0_1,1.1111111111111112
100,fixed_time,n0_2,0.6666666666666666
100,fixed_time,n0_3,0.0
100,fixed_time,n1_0,58.395633503000866
100,fixed_time,n1_1,50.36131381577915
100,fixed_time,n1_2,65.2375288581565
100,fixed_time,n1_3,28.59259259259259
100,fixed_time,n2_0,60.17006274073561
100,fixed_time,n2_1,41.459751080378716
100,fixed_time,n2_2,70.47541559162313
100,fixed_time,n2_3,28.861719225115213
100,fixed_time,n3_0,0.0
100,fixed_time,n3_1,4.999999999999999
100,fixed_time,n3_2,2.111111111111111
100,fixed_time,n3_3,0.0
101,fixed_time,n0_0,0.0
101,fixed_time,n0_1,0.7777777777777779
101,fixed_time,n0_2,1.3333333333333333
101,fixed_time,n0_3,0.0
101,fixed_time,n1_0,63.173411280778645
101,fixed_time,n1_1,55.731684186149515
101,fixed_time,n1_2,71.2375288581565
101,fixed_time,n1_3,30.25925925925926
101,fixed_time,n2_0,62.323313100861846
101,fixed_time,n2_1,49.55555555555556
101,fixed_time,n2_2,81.59162891471233
101,fixed_time,n2_3,29.63949700289299
101,fixed_time,n3_0,0.0
101,fixed_time,n3_1,2.153250360126239
101,fixed_time,n3_2,2.7777777777777777
101,fixed_time,n3_3,0.0
102,fixed_time,n0_0,0.0
102,fixed_time,n0_1,1.0
102,fixed_time,n0_2,1.3333333333333333
102,fixed_time,n0_3,0.0
102,fixed_time,n1_0,67.17341128077865
102,fixed_time,n1_1,65.3242767787421
102,fixed_time,n1_2,76.90419552482317
102,fixed_time,n1_3,32.592592592592595
102,fixed_time,n2_0,64.84183161938036
102,fixed_time,n2_1,54.66666666666667
102,fixed_time,n2_2,92.85088817397158
102,fixed_time,n2_3,30.63949700289299
102,fixed_time,n3_0,0.0
102,fixed_time,n3_1,2.518518518518518
102,fixed_time,n3_2,3.6666666666666665
102,fixed_time,n3_3,0.0
103,fixed_time,n0_0,0.0
103,fixed_time,n0_1,1.2222222222222219
103,fixed_time,n0_2,1.0
103,fixed_time,n0_3,0.0
103,fixed_time,n1_0,70.39563350300088
103,fixed_time,n1_1,69.54649900096433
103,fixed_time,n1_2,80.57086219148982
103,fixed_time,n1_3,33.25925925925926
103,fixed_time,n2_0,67.39738717493591
103,fixed_time,n2_1,62.111111111111114
103,fixed_time,n2_2,97.18422150730493
103,fixed_time,n2_3,31.861719225115213
103,fixed_time,n3_0,0.0
103,fixed_time,n3_1,2.5555555555555554
103,fixed_time,n3_2,2.8888888888888884
103,fixed_time,n3_3,0.0
104,fixed_time,n0_0,0.0
104,fixed_time,n0_1,17.22222222222222
104,fixed_time,n0_2,17.0
104,fixed_time,n0_3,0.0
104,fixed_time,n1_0,54.39563350300088
104,fixed_time,n1_1,52.87983233429766
104,fixed_time,n1_2,68.57086219148982
104,fixed_time,n1_3,25.25925925925926
104,fixed_time,n2_0,51.397387174935915
104,fixed_time,n2_1,40.111111111111114
104,fixed_time,n2_2,82.51755484063827
104,fixed_time,n2_3,23.861719225115213
104,fixed_time,n3_0,0.0
104,fixed_time,n3_1,8.88888888888889
104,fixed_time,n3_2,10.88888888888889
104,fixed_time,n3_3,0.0
105,fixed_time,n0_0,0.0
105,fixed_time,n0_1,29.22222222222222
105,fixed_time,n0_2,33.0
105,fixed_time,n0_3,0.0
105,fixed_time,n1_0,38.39563350300088
105,fixed_time,n1_1,44.213165667630996
105,fixed_time,n1_2,55.57086219148983
105,fixed_time,n1_3,17.25925925925926
105,fixed_time,n2_0,35.397387174935915
105,fixed_time,n2_1,34.111111111111114
105,fixed_time,n2_2,69.8508881739716
105,fixed_time,n2_3,16.0
105,fixed_time,n3_0,0.0
105,fixed_time,n3_1,9.222222222222223
105,fixed_time,n3_2,18.88888888888889
105,fixed_time,n3_3,0.0
106,fixed_time,n0_0,0.0
106,fixed_time,n0_1,33.404388555877
106,fixed_time,n0_2,46.888888888888886
106,fixed_time,n0_3,0.0
106,fixed_time,n1_0,17.91113316998899
106,fixed_time,n1_1,48.22222222222223
106,fixed_time,n1_2,33.147769027579585
106,fixed_time,n1_3,13.888888888888888
106,fixed_time,n2_0,12.730720508269249
106,fixed_time,n2_1,42.77777777777778
106,fixed_time,n2_2,60.333333333333336
106,fixed_time,n2_3,12.061407169101642
106,fixed_time,n3_0,0.0
106,fixed_time,n3_1,10.555555555555557
106,fixed_time,n3_2,22.95029605799053
106,fixed_time,n3_3,0.0
107,fixed_time,n0_0,0.0
107,fixed_time,n0_1,35.959944111432556
107,fixed_time,n0_2,53.27147856474875
107,fixed_time,n0_3,0.0
107,fixed_time,n1_0,0.8888888888888894
107,fixed_time,n1_1,59.24269127858943
107,fixed_time,n1_2,28.44444444444445
107,fixed_time,n1_3,6.38258967585986
107,fixed_time,n2_0,2.333333333333333
107,fixed_time,n2_1,50.44444444444444
107,fixed_time,n2_2,60.695453952825986
107,fixed_time,n2_3,6.888888888888889
107,fixed_time,n3_0,0.0
107,fixed_time,n3_1,10.888888888888891
107,fixed_time,n3_2,23.83918494687942
107,fixed_time,n3_3,0.0
108,fixed_time,n0_0,0.0
108,fixed_time,n0_1,38.18216633365478
108,fixed_time,n0_2,56.4196267128969
108,fixed_time,n0_3,0.0
108,fixed_time,n1_0,0.8888888888888888
108,fixed_time,n1_1,70.2056542415524
108,fixed_time,n1_2,32.77777777777778
108,fixed_time,n1_3,3.148148148148149
108,fixed_time,n2_0,3.0
108,fixed_time,n2_1,53.444444444444436
108,fixed_time,n2_2,74.2139724713445
108,fixed_time,n2_3,2.5555555555555554
108,fixed_time,n3_0,0.0
108,fixed_time,n3_1,13.222222222222225
108,fixed_time,n3_2,24.72807383576831
108,fixed_time,n3_3,0.0
109,fixed_time,n0_0,0.0
109,fixed_time,n0_1,40.62661077809922
109,fixed_time,n0_2,58.012219305489495
109,fixed_time,n0_3,0.0
109,fixed_time,n1_0,1.7777777777777777
109,fixed_time,n1_1,72.05750609340424
109,fixed_time,n1_2,43.888888888888886
109,fixed_time,n1_3,1.592592592592593
109,fixed_time,n2_0,0.3333333333333333
109,fixed_time,n2_1,57.77777777777777
109,fixed_time,n2_2,77.95471321208524
109,fixed_time,n2_3,5.444444444444445
109,fixed_time,n3_0,0.0
109,fixed_time,n3_1,14.222222222222225
109,fixed_time,n3_2,26.50585161354609
109,fixed_time,n3_3,0.0
110,fixed_time,n0_0,0.0
110,fixed_time,n0_1,41.404388555877
110,fixed_time,n0_2,60.64184893511913
110,fixed_time,n0_3,0.0
110,fixed_time,n1_0,0.4444444444444445
110,fixed_time,n1_1,82.20565424155241
110,fixed_time,n1_2,46.55555555555556
110,fixed_time,n1_3,2.6296296296296298
110,fixed_time,n2_0,2.333333333333333
110,fixed_time,n2_1,60.444444444444436
110,fixed_time,n2_2,83.10286136023339
110,fixed_time,n2_3,2.7777777777777777
110,fixed_time,n3_0,0.0
110,fixed_time,n3_1,15.555555555555559
110,fixed_time,n3_2,26.95029605799053
110,fixed_time,n3_3,0.0
111,fixed_time,n0_0,0.0
111,fixed_time,n0_1,42.959944111432556
111,fixed_time,n0_2,61.82703412030431
111,fixed_time,n0_3,0.0
111,fixed_time,n1_0,1.2222222222222219
111,fixed_time,n1_1,86.79824683414499
111,fixed_time,n1_2,64.44444444444444
111,fixed_time,n1_3,1.1851851851851851
111,fixed_time,n2_0,2.3333333333333335
111,fixed_time,n2_1,64.44444444444443
111,fixed_time,n2_2,92.02878728615931
111,fixed_time,n2_3,4.888888888888888
111,fixed_time,n3_0,0.0
111,fixed_time,n3_1,16.555555555555557
111,fixed_time,n3_2,28.172518280212753
111,fixed_time,n3_3,0.0
112,fixed_time,n0_0,0.0
112,fixed_time,n0_1,26.959944111432556
112,fixed_time,n0_2,45.82703412030431
112,fixed_time,n0_3,0.0
112,fixed_time,n1_0,17.22222222222222
112,fixed_time,n1_1,69.79824683414499
112,fixed_time,n1_2,38.44444444444444
112,fixed_time,n1_3,9.185185185185185
112,fixed_time,n2_0,17.074074074074073
112,fixed_time,n2_1,64.22222222222221
112,fixed_time,n2_2,85.76952802690005
112,fixed_time,n2_3,12.88888888888889
112,fixed_time,n3_0,0.0
112,fixed_time,n3_1,14.740740740740739
112,fixed_time,n3_2,20.172518280212753
112,fixed_time,n3_3,0.0
113,fixed_time,n0_0,0.0
113,fixed_time,n0_1,10.959944111432556
113,fixed_time,n0_2,25.49370078697098
113,fixed_time,n0_3,0.0
113,fixed_time,n1_0,33.22222222222222
113,fixed_time,n1_1,44.464913500811655
113,fixed_time,n1_2,38.44444444444444
113,fixed_time,n1_3,14.185185185185185
113,fixed_time,n2_0,30.407407407407405
113,fixed_time,n2_1,67.78737353983088
113,fixed_time,n2_2,72.07407407407408
113,fixed_time,n2_3,20.45404020649755
113,fixed_time,n3_0,0.0
113,fixed_time,n3_1,13.333333333333334
113,fixed_time,n3_2,15.56515131760866
113,fixed_time,n3_3,0.0
114,fixed_time,n0_0,0.0
114,fixed_time,n0_1,3.37719338915944
114,fixed_time,n0_2,3.160367453637646
114,fixed_time,n0_3,0.0
114,fixed_time,n1_0,42.26608227804833
114,fixed_time,n1_1,38.66666666666667
114,fixed_time,n1_2,52.111111111111114
114,fixed_time,n1_3,14.851851851851851
114,fixed_time,n2_0,43.74074074074074
114,fixed_time,n2_1,57.72012248454587
114,fixed_time,n2_2,63.074074074074076
114,fixed_time,n2_3,23.342929095386438
114,fixed_time,n3_0,0.0
114,fixed_time,n3_1,13.333333333333334
114,fixed_time,n3_2,10.88888888888889
114,fixed_time,n3_3,0.0
115,fixed_time,n0_0,0.0
115,fixed_time,n0_1,0.7777777777777782
115,fixed_time,n0_2,0.6666666666666666
115,fixed_time,n0_3,0.0
115,fixed_time,n1_0,44.04386005582611
115,fixed_time,n1_1,47.558754142906594
115,fixed_time,n1_2,60.11111111111111
115,fixed_time,n1_3,15.518518518518517
115,fixed_time,n2_0,51.647448235589366
115,fixed_time,n2_1,53.55555555555556
115,fixed_time,n2_2,69.08869409268277
115,fixed_time,n2_3,24.120706873164217
115,fixed_time,n3_0,0.0
115,fixed_time,n3_1,7.906707494848623
115,fixed_time,n3_2,7.777777777777779
115,fixed_time,n3_3,0.0
116,fixed_time,n0_0,0.0
116,fixed_time,n0_1,0.4444444444444444
116,fixed_time,n0_2,0.6666666666666666
116,fixed_time,n0_3,0.0
116,fixed_time,n1_0,45.15497116693722
116,fixed_time,n1_1,55.48468006883252
116,fixed_time,n1_2,61.77777777777777
116,fixed_time,n1_3,17.51851851851852
116,fixed_time,n2_0,54.83263342077455
116,fixed_time,n2_1,56.55555555555556
116,fixed_time,n2_2,82.0146200186087
116,fixed_time,n2_3,24.56515131760866
116,fixed_time,n3_0,0.0
116,fixed_time,n3_1,3.185185185185186
116,fixed_time,n3_2,1.4444444444444444
116,fixed_time,n3_3,0.0
117,fixed_time,n0_0,0.0
117,fixed_time,n0_1,0.8888888888888888
117,fixed_time,n0_2,2.333333333333333
117,fixed_time,n0_3,0.0
117,fixed_time,n1_0,46.71052672249278
117,fixed_time,n1_1,58.63282821698067
117,fixed_time,n1_2,66.77777777777777
117,fixed_time,n1_3,19.51851851851852
117,fixed_time,n2_0,55.684485272626404
117,fixed_time,n2_1,73.77777777777777
117,fixed_time,n2_2,94.05165705564573
117,fixed_time,n2_3,25.45404020649755
117,fixed_time,n3_0,0.0
117,fixed_time,n3_1,0.8518518518518519
117,fixed_time,n3_2,5.222222222222221
117,fixed_time,n3_3,0.0
118,fixed_time,n0_0,0.0
118,fixed_time,n0_1,1.4444444444444442
118,fixed_time,n0_2,2.9605947323337506e-16
118,fixed_time,n0_3,0.0
118,fixed_time,n1_0,48.82163783360389
118,fixed_time,n1_1,60.040235624388075
118,fixed_time,n1_2,71.11111111111111
118,fixed_time,n1_3,20.51851851851852
118,fixed_time,n2_0,57.94374453188566
118,fixed_time,n2_1,91.22222222222223
118,fixed_time,n2_2,100.23684224083092
118,fixed_time,n2_3,26.89848465094199
118,fixed_time,n3_0,0.0
118,fixed_time,n3_1,2.2592592592592586
118,fixed_time,n3_2,5.111111111111111
118,fixed_time,n3_3,0.0
119,fixed_time,n0_0,0.0
119,fixed_time,n0_1,0.3333333333333337
119,fixed_time,n0_2,1.0
119,fixed_time,n0_3,0.0
119,fixed_time,n1_0,49.82163783360389
119,fixed_time,n1_1,68.41060599475844
119,fixed_time,n1_2,75.44444444444444
119,fixed_time,n1_3,21.185185185185187
119,fixed_time,n2_0,60.35115193929307
119,fixed_time,n2_1,102.0
119,fixed_time,n2_2,107.60721261120129
119,fixed_time,n2_3,27.231817984275324
119,fixed_time,n3_0,0.0
119,fixed_time,n3_1,2.407407407407407
119,fixed_time,n3_2,4.0
119,fixed_time,n3_3,0.0
120,fixed_time,n0_0,0.0
120,fixed_time,n0_1,16.333333333333332
120,fixed_time,n0_2,17.0
120,fixed_time,n0_3,0.0
120,fixed_time,n1_0,33.82163783360389
120,fixed_time,n1_1,49.41060599475844
120,fixed_time,n1_2,71.44444444444444
120,fixed_time,n1_3,16.0
120,fixed_time,n2_0,44.35115193929307
120,fixed_time,n2_1,83.0
120,fixed_time,n2_2,90.60721261120129
120,fixed_time,n2_3,19.231817984275324
120,fixed_time,n3_0,0.0
120,fixed_time,n3_1,10.407407407407407
120,fixed_time,n3_2,12.0
120,fixed_time,n3_3,0.0
121,fixed_time,n0_0,0.0
121,fixed_time,n0_1,26.333333333333332
121,fixed_time,n0_2,31.296296296296298
121,fixed_time,n0_3,0.0
121,fixed_time,n1_0,17.821637833603887
121,fixed_time,n1_1,48.077272661425106
121,fixed_time,n1_2,53.53573753706709
121,fixed_time,n1_3,14.296296296296298
121,fixed_time,n2_0,28.351151939293068
121,fixed_time,n2_1,69.0
121,fixed_time,n2_2,97.62962962962963
121,fixed_time,n2_3,13.980181981511542
121,fixed_time,n3_0,0.0
121,fixed_time,n3_1,17.074074074074073
121,fixed_time,n3_2,17.980181981511542
121,fixed_time,n3_3,0.0
122,fixed_time,n0_0,0.0
122,fixed_time,n0_1,34.47020199825281
122,fixed_time,n0_2,42.62962962962963
122,fixed_time,n0_3,0.0
122,fixed_time,n1_0,7.13686866491948
122,fixed_time,n1_1,50.666666666666664
122,fixed_time,n1_2,46.56149509087546
122,fixed_time,n1_3,11.333333333333332
122,fixed_time,n2_0,12.351151939293068
122,fixed_time,n2_1,59.0
122,fixed_time,n2_2,91.2962962962963
122,fixed_time,n2_3,12.88888888888889
122,fixed_time,n3_0,0.0
122,fixed_time,n3_1,19.074074074074073
122,fixed_time,n3_2,22.86907087040043
122,fixed_time,n3_3,0.0
123,fixed_time,n0_0,0.0
123,fixed_time,n0_1,40.136868664919476
123,fixed_time,n0_2,51.816794659921456
123,fixed_time,n0_3,0.0
123,fixed_time,n1_0,3.333333333333333
123,fixed_time,n1_1,57.141542141985326
123,fixed_time,n1_2,47.0
123,fixed_time,n1_3,9.187165030291819
123,fixed_time,n2_0,8.0
123,fixed_time,n2_1,52.33333333333333
123,fixed_time,n2_2,85.00858585126946
123,fixed_time,n2_3,11.333333333333334
123,fixed_time,n3_0,0.0
123,fixed_time,n3_1,20.074074074074073
123,fixed_time,n3_2,26.202404203733764
123,fixed_time,n3_3,0.0
124,fixed_time,n0_0,0.0
124,fixed_time,n0_1,43.80353533158614
124,fixed_time,n0_2,57.48346132658813
124,fixed_time,n0_3,0.0
124,fixed_time,n1_0,3.0
124,fixed_time,n1_1,64.9193199197631
124,fixed_time,n1_2,53.66666666666667
124,fixed_time,n1_3,5.666666666666668
124,fixed_time,n2_0,2.333333333333333
124,fixed_time,n2_1,59.0
124,fixed_time,n2_2,85.89747474015834
124,fixed_time,n2_3,11.0
124,fixed_time,n3_0,0.0
124,fixed_time,n3_1,21.74074074074074
124,fixed_time,n3_2,29.202404203733764
124,fixed_time,n3_3,0.0
125,fixed_time,n0_0,0.0
125,fixed_time,n0_1,45.80353533158614
125,fixed_time,n0_2,62.37235021547701
125,fixed_time,n0_3,0.0
125,fixed_time,n1_0,1.333333333333333
125,fixed_time,n1_1,68.9193199197631
125,fixed_time,n1_2,53.0
125,fixed_time,n1_3,4.888888888888889
125,fixed_time,n2_0,1.666666666666667
125,fixed_time,n2_1,67.33333333333333
125,fixed_time,n2_2,84.4530302957139
125,fixed_time,n2_3,9.0
125,fixed_time,n3_0,0.0
125,fixed_time,n3_1,23.40740740740741
125,fixed_time,n3_2,30.535737537067096
125,fixed_time,n3_3,0.0
126,fixed_time,n0_0,0.0
126,fixed_time,n0_1,50.24797977603058
126,fixed_time,n0_2,66.03901688214368
126,fixed_time,n0_3,0.0
126,fixed_time,n1_0,1.1111111111111112
126,fixed_time,n1_1,78.9193199197631
126,fixed_time,n1_2,65.22222222222221
126,fixed_time,n1_3,3.6666666666666665
126,fixed_time,n2_0,1.3333333333333333
126,fixed_time,n2_1,76.33333333333333
126,fixed_time,n2_2,97.11969696238057
126,fixed_time,n2_3,6.777777777777777
126,fixed_time,n3_0,0.0
126,fixed_time,n3_1,26.40740740740741
126,fixed_time,n3_2,31.646848648178207
126,fixed_time,n3_3,0.0
127,fixed_time,n0_0,0.0
127,fixed_time,n0_1,52.692424220475026
127,fixed_time,n0_2,69.77975762288442
127,fixed_time,n0_3,0.0
127,fixed_time,n1_0,1.4444444444444446
127,fixed_time,n1_1,84.17857917902235
127,fixed_time,n1_2,68.55555555555556
127,fixed_time,n1_3,3.74074074074074
127,fixed_time,n2_0,4.666666666666666
127,fixed_time,n2_1,82.0
127,fixed_time,n2_2,113.60117844386205
127,fixed_time,n2_3,6.111111111111111
127,fixed_time,n3_0,0.0
127,fixed_time,n3_1,28.074074074074076
127,fixed_time,n3_2,33.09129309262265
127,fixed_time,n3_3,0.0
128,fixed_time,n0_0,0.0
128,fixed_time,n0_1,36.692424220475026
128,fixed_time,n0_2,53.77975762288442
128,fixed_time,n0_3,0.0
128,fixed_time,n1_0,17.444444444444443
128,fixed_time,n1_1,65.17857917902236
128,fixed_time,n1_2,44.55555555555556
128,fixed_time,n1_3,11.74074074074074
128,fixed_time,n2_0,19.333333333333332
128,fixed_time,n2_1,83.0
128,fixed_time,n2_2,102.26784511052873
128,fixed_time,n2_3,14.11111111111111
128,fixed_time,n3_0,0.0
128,fixed_time,n3_1,18.74074074074074
128,fixed_time,n3_2,25.09129309262265
128,fixed_time,n3_3,0.0
129,fixed_time,n0_0,0.0
129,fixed_time,n0_1,20.692424220475026
129,fixed_time,n0_2,37.77975762288442
129,fixed_time,n0_3,0.0
129,fixed_time,n1_0,30.777777777777775
129,fixed_time,n1_1,52.178579179022364
129,fixed_time,n1_2,37.888888888888886
129,fixed_time,n1_3,13.74074074074074
129,fixed_time,n2_0,32.666666666666664
129,fixed_time,n2_1,81.75594837017623
129,fixed_time,n2_2,103.33333333333333
129,fixed_time,n2_3,20.533726147954017
129,fixed_time,n3_0,0.0
129,fixed_time,n3_1,13.333333333333332
129,fixed_time,n3_2,15.513908129465555
129,fixed_time,n3_3,0.0
130,fixed_time,n0_0,0.0
130,fixed_time,n0_1,7.6150819485630095
130,fixed_time,n0_2,16.11309095621775
130,fixed_time,n0_3,0.0
130,fixed_time,n1_0,39.05952639300745
130,fixed_time,n1_1,44.33333333333333
130,fixed_time,n1_2,46.55555555555556
130,fixed_time,n1_3,14.407407407407407
130,fixed_time,n2_0,45.11111111111111
130,fixed_time,n2_1,82.0376969854059
130,fixed_time,n2_2,102.77777777777777
130,fixed_time,n2_3,23.86705948128735
130,fixed_time,n3_0,0.0
130,fixed_time,n3_1,12.444444444444443
130,fixed_time,n3_2,11.333333333333332
130,fixed_time,n3_3,0.0
131,fixed_time,n0_0,0.0
131,fixed_time,n0_1,0.9999999999999998
131,fixed_time,n0_2,1.3333333333333335
131,fixed_time,n0_3,0.0
131,fixed_time,n1_0,41.05952639300745
131,fixed_time,n1_1,55.666666666666664
131,fixed_time,n1_2,55.55555555555556
131,fixed_time,n1_3,15.407407407407407
131,fixed_time,n2_0,55.87169398285433
131,fixed_time,n2_1,85.75594837017623
131,fixed_time,n2_2,100.87169398285434
131,fixed_time,n2_3,24.86705948128735
131,fixed_time,n3_0,0.0
131,fixed_time,n3_1,10.760582871743225
131,fixed_time,n3_2,9.0
131,fixed_time,n3_3,0.0
132,fixed_time,n0_0,0.0
132,fixed_time,n0_1,0.7777777777777779
132,fixed_time,n0_2,1.666666666666667
132,fixed_time,n0_3,0.0
132,fixed_time,n1_0,42.83730417078523
132,fixed_time,n1_1,62.25198279005873
132,fixed_time,n1_2,64.55555555555556
132,fixed_time,n1_3,16.074074074074073
132,fixed_time,n2_0,62.12367677291307
132,fixed_time,n2_1,95.55555555555556
132,fixed_time,n2_2,104.538360649521
132,fixed_time,n2_3,25.644837259065127
132,fixed_time,n3_0,0.0
132,fixed_time,n3_1,6.251982790058744
132,fixed_time,n3_2,8.777777777777779
132,fixed_time,n3_3,0.0
133,fixed_time,n0_0,0.0
133,fixed_time,n0_1,0.7777777777777778
133,fixed_time,n0_2,1.6666666666666665
133,fixed_time,n0_3,0.0
133,fixed_time,n1_0,44.281748615229674
133,fixed_time,n1_1,74.17790871598466
133,fixed_time,n1_2,73.22222222222223
133,fixed_time,n1_3,17.74074074074074
133,fixed_time,n2_0,65.64219529143159
133,fixed_time,n2_1,107.22222222222223
133,fixed_time,n2_2,109.13095324211359
133,fixed_time,n2_3,26.422615036842906
133,fixed_time,n3_0,0.0
133,fixed_time,n3_1,3.5185185185185186
133,fixed_time,n3_2,8.777777777777779
133,fixed_time,n3_3,0.0
134,fixed_time,n0_0,0.0
134,fixed_time,n0_1,1.111111111111111
134,fixed_time,n0_2,2.6666666666666665
134,fixed_time,n0_3,0.0
134,fixed_time,n1_0,45.39285972634079
134,fixed_time,n1_1,85.77050130857725
134,fixed_time,n1_2,77.88888888888889
134,fixed_time,n1_3,19.074074074074073
134,fixed_time,n2_0,69.049602698839
134,fixed_time,n2_1,114.88888888888889
134,fixed_time,n2_2,111.27910139026174
134,fixed_time,n2_3,27.533726147954017
134,fixed_time,n3_0,0.0
134,fixed_time,n3_1,3.4074074074074074
134,fixed_time,n3_2,5.777777777777777
134,fixed_time,n3_3,0.0
135,fixed_time,n0_0,0.0
135,fixed_time,n0_1,1.3333333333333333
135,fixed_time,n0_2,2.0
135,fixed_time,n0_3,0.0
135,fixed_time,n1_0,47.39285972634079
135,fixed_time,n1_1,89.02976056783652
135,fixed_time,n1_2,85.22222222222223
135,fixed_time,n1_3,19.407407407407405
135,fixed_time,n2_0,71.34589899513529
135,fixed_time,n2_1,134.0
135,fixed_time,n2_2,109.98280509396544
135,fixed_time,n2_3,28.86705948128735
135,fixed_time,n3_0,0.0
135,fixed_time,n3_1,2.296296296296296
135,fixed_time,n3_2,7.999999999999999
135,fixed_time,n3_3,0.0
136,fixed_time,n0_0,0.0
136,fixed_time,n0_1,17.333333333333332
136,fixed_time,n0_2,16.592592592592595
136,fixed_time,n0_3,0.0
136,fixed_time,n1_0,31.392859726340788
136,fixed_time,n1_1,73.02976056783652
136,fixed_time,n1_2,86.44444444444444
136,fixed_time,n1_3,14.592592592592593
136,fixed_time,n2_0,55.345898995135286
